856013,2012-09-10=opened,priority=medium,status=MODIFIED,2012-10-01=closed,2012-10-09=resolved,
865669,2012-10-12=opened,priority=medium,status=MODIFIED,2012-11-05=resolved,
859411,2012-09-21=opened,priority=low,status=MODIFIED,2012-10-12=verified,2012-10-12=resolved,
851030,2012-08-23=opened,priority=unspecified,status=ON_DEV,2012-08-23=resolved,
844805,2012-07-31=opened,priority=high,status=ON_DEV,2012-08-07=added_high,2012-08-17=resolved,
849488,2012-08-19=opened,priority=medium,status=ON_DEV,2012-09-04=resolved,
858424,2012-09-18=opened,priority=low,status=ON_DEV,2012-10-08=resolved,2012-10-10=verified,
850649,2012-08-22=opened,priority=unspecified,status=ON_QA,2012-11-11=resolved,
847933,2012-08-14=opened,priority=unspecified,status=ON_QA,2012-10-17=resolved,
861369,2012-09-28=opened,priority=unspecified,status=ON_QA,2012-10-08=resolved,
855303,2012-09-07=opened,priority=unspecified,status=ON_QA,2012-10-17=resolved,
856206,2012-09-11=opened,priority=urgent,status=ON_QA,2012-09-17=resolved,
866788,2012-10-16=opened,priority=urgent,status=ON_QA,2012-11-02=resolved,
858430,2012-09-18=opened,priority=urgent,status=ON_QA,2012-10-03=resolved,2012-10-16=added_urgent,
856467,2012-09-12=opened,priority=high,status=ON_QA,2012-09-17=resolved,
867325,2012-10-17=opened,priority=high,status=ON_QA,2012-10-17=resolved,
840485,2012-07-16=opened,priority=high,status=ON_QA,2012-08-06=resolved,2012-08-13=verified,2012-10-22=added_high,
859325,2012-09-21=opened,priority=high,status=ON_QA,2012-10-03=resolved,2012-10-22=added_high,
860999,2012-09-27=opened,priority=high,status=ON_QA,2012-10-22=added_high,2012-10-23=resolved,
862981,2012-10-04=opened,priority=high,status=ON_QA,2012-10-06=added_high,2012-10-08=resolved,
854659,2012-09-05=opened,priority=medium,status=ON_QA,2012-09-05=resolved,
860051,2012-09-24=opened,priority=medium,status=ON_QA,2012-09-26=resolved,
874028,2012-11-07=opened,priority=medium,status=ON_QA,2012-11-12=resolved,
866459,2012-10-15=opened,priority=medium,status=ON_QA,2012-10-22=added_high,2012-10-25=removed_high,2012-10-31=resolved,
840503,2012-07-16=opened,priority=low,status=ON_QA,2012-11-07=resolved,
840505,2012-07-16=opened,priority=low,status=ON_QA,2012-11-07=resolved,
840508,2012-07-16=opened,priority=low,status=ON_QA,2012-09-05=resolved,2012-10-11=verified,
858423,2012-09-18=opened,priority=low,status=ON_QA,2012-10-12=resolved,
858427,2012-09-18=opened,priority=low,status=ON_QA,2012-10-03=resolved,
837391,2012-07-03=opened,priority=unspecified,status=VERIFIED,2012-09-06=resolved,2012-10-10=verified,
840375,2012-07-16=opened,priority=unspecified,status=VERIFIED,2012-09-13=resolved,2012-10-10=verified,
850664,2012-08-22=opened,priority=unspecified,status=VERIFIED,2012-10-08=resolved,2012-10-10=verified,
850669,2012-08-22=opened,priority=unspecified,status=VERIFIED,2012-10-08=resolved,2012-10-10=verified,
858422,2012-09-18=opened,priority=unspecified,status=VERIFIED,2012-10-03=resolved,2012-10-10=verified,
862017,2012-10-01=opened,priority=unspecified,status=VERIFIED,2012-10-18=resolved,2012-11-07=verified,
860257,2012-09-25=opened,priority=unspecified,status=VERIFIED,2012-10-08=resolved,2012-10-19=verified,
874501,2012-11-08=opened,priority=urgent,status=VERIFIED,2012-11-09=resolved,2012-11-09=added_urgent,2012-11-10=removed_urgent,2012-11-10=added_urgent,2012-11-12=verified,
859406,2012-09-21=opened,priority=high,status=VERIFIED,2012-10-06=added_high,2012-10-08=resolved,2012-11-09=verified,
857562,2012-09-14=opened,priority=high,status=VERIFIED,2012-10-01=resolved,2012-10-01=verified,
846940,2012-08-09=opened,priority=high,status=VERIFIED,2012-10-17=resolved,2012-11-09=verified,
837675,2012-07-04=opened,priority=medium,status=VERIFIED,2012-09-06=resolved,2012-10-10=verified,
864232,2012-10-08=opened,priority=medium,status=VERIFIED,2012-10-18=resolved,2012-10-30=verified,
862033,2012-10-01=opened,priority=medium,status=VERIFIED,2012-10-31=resolved,2012-11-07=verified,
840489,2012-07-16=opened,priority=low,status=VERIFIED,2012-09-04=resolved,2012-10-10=verified,
858426,2012-09-18=opened,priority=low,status=VERIFIED,2012-10-03=resolved,2012-10-10=verified,
861015,2012-09-27=opened,priority=unspecified,status=POST,
858488,2012-09-18=opened,priority=high,status=POST,2012-10-22=added_high,
859589,2012-09-22=opened,priority=high,status=POST,2012-10-22=added_high,
855326,2012-09-07=opened,priority=high,status=POST,2012-10-22=added_high,
871323,2012-10-30=opened,priority=high,status=POST,
867346,2012-10-17=opened,priority=high,status=POST,2012-10-23=added_high,
858445,2012-09-18=opened,priority=medium,status=POST,
871063,2012-10-29=opened,priority=medium,status=POST,
858411,2012-09-18=opened,priority=medium,status=POST,
858442,2012-09-18=opened,priority=low,status=POST,
858435,2012-09-18=opened,priority=unspecified,status=CLOSED,2012-10-19=closed,
858474,2012-09-18=opened,priority=unspecified,status=CLOSED,2012-09-26=closed,
850655,2012-08-22=opened,priority=unspecified,status=CLOSED,2012-09-12=closed,
850659,2012-08-22=opened,priority=unspecified,status=CLOSED,2012-09-12=closed,
858470,2012-09-18=opened,priority=unspecified,status=CLOSED,2012-09-24=closed,
841341,2012-07-18=opened,priority=urgent,status=CLOSED,2012-07-18=closed,
840394,2012-07-16=opened,priority=urgent,status=CLOSED,2012-07-20=added_urgent,2012-08-17=resolved,2012-08-28=verified,2012-09-11=closed,
838195,2012-07-06=opened,priority=urgent,status=CLOSED,2012-07-06=added_urgent,2012-07-23=resolved,2012-07-24=verified,2012-07-27=closed,
845429,2012-08-03=opened,priority=urgent,status=CLOSED,2012-08-20=resolved,2012-09-05=verified,2012-09-11=closed,
810080,2012-04-05=opened,priority=urgent,status=CLOSED,2012-04-05=added_urgent,2012-07-20=resolved,2012-07-26=verified,2012-07-27=closed,
841855,2012-07-20=opened,priority=urgent,status=CLOSED,2012-07-20=added_urgent,2012-07-23=resolved,2012-07-26=verified,2012-07-27=closed,
842366,2012-07-23=opened,priority=urgent,status=CLOSED,2012-07-24=resolved,2012-07-26=verified,2012-07-27=closed,
873380,2012-11-05=opened,priority=urgent,status=CLOSED,2012-11-05=verified,2012-11-12=closed,
844803,2012-07-31=opened,priority=high,status=CLOSED,2012-08-07=added_high,2012-08-17=resolved,2012-08-27=verified,2012-09-11=closed,
853595,2012-09-01=opened,priority=high,status=CLOSED,2012-10-17=closed,
856084,2012-09-11=opened,priority=high,status=CLOSED,2012-10-06=added_high,2012-11-07=closed,
858428,2012-09-18=opened,priority=high,status=CLOSED,2012-09-24=closed,
858501,2012-09-18=opened,priority=high,status=CLOSED,2012-09-24=closed,
866758,2012-10-16=opened,priority=high,status=CLOSED,2012-10-16=resolved,2012-10-22=verified,2012-11-12=closed,
874051,2012-11-07=opened,priority=high,status=CLOSED,2012-11-07=verified,2012-11-12=closed,
842953,2012-07-25=opened,priority=high,status=CLOSED,2012-08-17=resolved,2012-08-27=verified,2012-09-11=closed,
839397,2012-07-11=opened,priority=high,status=CLOSED,2012-07-23=resolved,2012-07-24=added_high,2012-07-24=verified,2012-07-27=closed,
858460,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858461,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858462,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858463,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858464,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858465,2012-09-18=opened,priority=high,status=CLOSED,2012-10-19=closed,
858466,2012-09-18=opened,priority=high,status=CLOSED,2012-10-25=closed,
840655,2012-07-16=opened,priority=high,status=CLOSED,2012-08-07=added_high,2012-08-17=resolved,2012-08-28=verified,2012-09-11=closed,
851410,2012-08-24=opened,priority=high,status=CLOSED,2012-08-28=added_high,2012-08-29=resolved,2012-09-11=verified,2012-09-11=closed,
863907,2012-10-07=opened,priority=high,status=CLOSED,2012-10-07=resolved,2012-10-18=verified,2012-11-12=closed,
863908,2012-10-07=opened,priority=high,status=CLOSED,2012-10-07=resolved,2012-10-18=verified,2012-11-12=closed,
840122,2012-07-13=opened,priority=high,status=CLOSED,2012-07-13=closed,2012-08-07=added_high,2012-10-04=resolved,2012-10-16=verified,2012-11-12=closed,
844804,2012-07-31=opened,priority=high,status=CLOSED,2012-08-01=added_high,2012-08-17=resolved,2012-08-29=verified,2012-09-11=closed,
844802,2012-07-31=opened,priority=high,status=CLOSED,2012-08-07=added_high,2012-08-17=resolved,2012-09-11=verified,2012-09-11=closed,
851109,2012-08-23=opened,priority=high,status=CLOSED,2012-08-23=added_high,2012-08-29=resolved,2012-09-11=verified,2012-09-11=closed,
856673,2012-09-12=opened,priority=high,status=CLOSED,2012-09-12=added_high,2012-10-07=resolved,2012-10-17=verified,2012-11-12=closed,
872924,2012-11-04=opened,priority=high,status=CLOSED,2012-11-05=added_high,2012-11-07=closed,
838197,2012-07-06=opened,priority=high,status=CLOSED,2012-07-11=added_high,2012-07-11=removed_high,2012-07-26=resolved,2012-08-07=added_high,2012-08-27=verified,2012-09-11=closed,
842752,2012-07-24=opened,priority=high,status=CLOSED,2012-07-26=resolved,2012-08-27=verified,2012-09-11=closed,
850462,2012-08-21=opened,priority=high,status=CLOSED,2012-09-05=closed,
859173,2012-09-20=opened,priority=high,status=CLOSED,2012-09-20=added_high,2012-10-09=resolved,2012-10-17=verified,2012-11-12=closed,
858486,2012-09-18=opened,priority=medium,status=CLOSED,2012-11-07=closed,
858497,2012-09-18=opened,priority=medium,status=CLOSED,2012-09-25=closed,
849489,2012-08-19=opened,priority=medium,status=CLOSED,2012-08-23=closed,
837869,2012-07-05=opened,priority=medium,status=CLOSED,2012-08-17=resolved,2012-08-29=verified,2012-09-11=closed,
855913,2012-09-10=opened,priority=medium,status=CLOSED,2012-09-26=closed,2012-10-19=resolved,2012-10-22=verified,2012-11-12=closed,
839589,2012-07-12=opened,priority=medium,status=CLOSED,2012-07-16=closed,
840406,2012-07-16=opened,priority=medium,status=CLOSED,2012-08-17=resolved,2012-08-22=verified,2012-09-11=closed,
858458,2012-09-18=opened,priority=medium,status=CLOSED,2012-10-11=closed,
840809,2012-07-17=opened,priority=low,status=CLOSED,2012-07-17=resolved,2012-08-31=verified,2012-09-11=closed,
